Date,Open,High,Low,Close,Adj Close,Volume
2022-08-18,88.029999,88.779999,87.680000,88.550003,87.170975,3428300
2022-08-19,87.769997,87.970001,86.550003,86.919998,85.566353,4597700
2022-08-22,85.379997,85.550003,84.339996,84.949997,83.627037,5915200
2022-08-23,84.849998,85.610001,84.580002,84.690002,83.371086,4560400
2022-08-24,84.760002,86.480003,84.480003,86.050003,84.709908,4386000
2022-08-25,86.349998,87.629997,86.300003,87.389999,86.029037,4236300
2022-08-26,87.510002,87.989998,83.959999,84.059998,82.750893,6674900
2022-08-29,83.199997,84.660004,83.040001,84.120003,82.809959,5035500
2022-08-30,84.180000,85.019997,82.690002,83.410004,82.111023,6812500
2022-08-31,83.870003,84.760002,83.650002,84.070000,82.760742,6570100
2022-09-01,83.699997,85.470001,82.930000,85.400002,84.070030,7556800
2022-09-02,85.470001,85.769997,82.550003,82.940002,81.648338,10336800
2022-09-06,83.070000,84.620003,81.669998,84.519997,83.203728,11062800
2022-09-07,85.110001,88.620003,84.919998,88.309998,86.934708,9946800
2022-09-08,87.300003,89.480003,87.160004,89.459999,88.066795,7721100
2022-09-09,89.500000,89.949997,88.639999,88.690002,87.308800,7094600
2022-09-12,89.769997,90.379997,88.540001,89.070000,87.682869,9078900
2022-09-13,86.720001,89.300003,86.070000,87.839996,86.472023,16033600
2022-09-14,89.570000,93.480003,89.510002,92.699997,91.256332,24320600
2022-09-15,92.089996,93.150002,91.730003,92.220001,90.783821,11052400
2022-09-16,91.150002,92.099998,90.650002,91.309998,89.887985,11987600
2022-09-19,90.889999,92.550003,90.830002,92.139999,90.705070,6287000
2022-09-20,91.660004,92.019997,90.099998,90.790001,89.376091,6560000
2022-09-21,91.290001,91.519997,88.570000,88.599998,87.220192,8806800
2022-09-22,88.000000,88.019997,84.379997,84.699997,83.380928,9953000
2022-09-23,83.900002,84.440002,83.230003,84.169998,82.859184,7153200
2022-09-26,84.309998,86.029999,84.279999,84.809998,83.489220,7583500
2022-09-27,85.970001,86.500000,83.169998,84.279999,82.967468,8628800
2022-09-28,84.680000,87.480003,84.250000,87.110001,85.753403,7850800
2022-09-29,86.809998,87.339996,85.610001,86.570000,85.221802,6881500
2022-09-30,86.570000,86.699997,84.150002,84.260002,82.947784,7737500
2022-10-03,84.750000,86.220001,83.800003,85.620003,84.286606,6739900
2022-10-04,87.089996,88.949997,86.860001,88.510002,87.131592,5982400
2022-10-05,87.730003,90.639999,87.550003,90.120003,88.716530,7980800
2022-10-06,90.190002,90.900002,89.260002,89.349998,87.958504,6893800
2022-10-07,88.540001,88.900002,86.300003,87.029999,85.674637,6606400
2022-10-10,87.010002,87.570000,86.129997,87.059998,85.704170,5092400
2022-10-11,86.709999,87.199997,85.639999,86.209999,84.867416,5531300
2022-10-12,87.000000,88.059998,86.410004,86.870003,85.517143,5261900
2022-10-13,85.089996,89.970001,84.709999,89.370003,87.978203,7616600
2022-10-14,90.010002,90.699997,86.239998,86.370003,85.024925,6315200
2022-10-17,87.900002,89.220001,87.809998,88.900002,87.515518,6255300
2022-10-18,90.110001,90.470001,88.080002,88.959999,87.574585,5484400
2022-10-19,88.389999,89.129997,87.010002,87.519997,86.157013,6473400
2022-10-20,87.330002,88.230003,86.470001,86.790001,85.438385,4540700
2022-10-21,87.000000,88.970001,86.559998,88.610001,87.230034,9088800
2022-10-24,86.900002,87.510002,82.430000,83.760002,82.455574,16499300
2022-10-25,84.099998,86.000000,84.099998,85.209999,83.882988,10674000
2022-10-26,85.610001,88.230003,85.480003,85.889999,84.552399,9987000
2022-10-27,86.129997,86.400002,84.080002,85.279999,83.951897,9524600
2022-10-28,85.169998,87.790001,84.309998,87.099998,85.743546,8284900
2022-10-31,86.599998,87.570000,85.949997,86.589996,85.241493,7401100
2022-11-01,88.059998,88.879997,86.580002,87.099998,85.743546,6219600
2022-11-02,87.269997,88.580002,84.529999,84.580002,83.262794,7653200
2022-11-03,84.070000,85.470001,82.970001,84.680000,83.361244,8855100
2022-11-04,91.980003,93.599998,90.519997,91.860001,90.429428,20194300
2022-11-07,91.669998,92.360001,89.279999,90.449997,89.041374,10190200
2022-11-08,90.919998,93.779999,90.919998,92.750000,91.305565,9675500
2022-11-09,91.610001,92.599998,91.339996,91.629997,90.721413,6271200
2022-11-10,93.889999,96.419998,93.330002,96.260002,95.305504,10408400
2022-11-11,96.760002,98.669998,96.570000,97.379997,96.414398,8294400
2022-11-14,97.129997,98.559998,96.690002,97.419998,96.454002,8521100
2022-11-15,98.910004,99.529999,97.290001,97.830002,96.859940,6410000
2022-11-16,96.519997,97.959999,96.260002,97.070000,96.107468,5348900
2022-11-17,95.209999,97.010002,95.099998,96.970001,96.008461,5245600
2022-11-18,97.750000,98.349998,97.129997,97.949997,96.978745,5964800
2022-11-21,96.989998,98.489998,96.699997,98.320000,97.345078,4499200
2022-11-22,98.500000,98.730003,97.519997,98.430000,97.453987,5398600
2022-11-23,98.489998,100.080002,98.269997,99.519997,98.533173,5944900
2022-11-25,99.639999,99.879997,98.519997,99.559998,98.572777,2320000
2022-11-28,98.989998,100.160004,98.559998,98.660004,97.681709,5257300
2022-11-29,98.959999,99.330002,98.199997,98.660004,97.681709,4423900
2022-11-30,99.050003,102.559998,98.519997,102.199997,101.186600,15000800
2022-12-01,102.330002,103.559998,101.949997,103.370003,102.345009,7452300
2022-12-02,102.019997,105.540001,101.820000,105.050003,104.008347,7916900
2022-12-05,103.389999,104.239998,103.000000,103.550003,102.523224,9285800
2022-12-06,103.820000,104.190002,101.440002,102.080002,101.067795,8383000
2022-12-07,101.290001,102.970001,101.059998,101.870003,100.859879,4194300
2022-12-08,102.739998,103.910004,102.400002,103.739998,102.711334,5465100
2022-12-09,103.430000,103.500000,101.750000,101.790001,100.780670,7999600
2022-12-12,101.129997,102.849998,100.820000,102.699997,101.681641,5796000
2022-12-13,104.820000,105.199997,100.989998,102.110001,101.097496,7066000
2022-12-14,102.320000,103.300003,100.699997,102.190002,101.176704,5624000
2022-12-15,101.209999,101.550003,99.449997,99.989998,98.998520,7244400
2022-12-16,99.279999,99.540001,98.019997,98.830002,97.850021,13862300
2022-12-19,98.430000,98.809998,97.730003,98.300003,97.325279,5771100
2022-12-20,98.190002,98.580002,97.269997,98.000000,97.028252,4533500
2022-12-21,96.720001,99.070000,96.349998,98.669998,97.691605,5566300
2022-12-22,98.449997,98.559998,96.169998,97.760002,96.790634,4756900
2022-12-23,97.589996,98.300003,96.879997,98.269997,97.295570,3944500
2022-12-27,98.570000,99.459999,98.209999,99.199997,98.216347,4402500
2022-12-28,99.410004,99.910004,98.389999,98.599998,97.622299,3491500
2022-12-29,99.000000,100.650002,98.669998,99.769997,98.780701,3976100
2022-12-30,99.190002,99.250000,98.239998,99.199997,98.216347,3988900
2023-01-03,100.559998,101.169998,99.470001,100.830002,99.830193,6607700
2023-01-04,102.690002,104.730003,102.550003,104.459999,103.424194,8166600
2023-01-05,104.489998,105.099998,103.489998,104.430000,103.394493,5575100
2023-01-06,105.379997,107.000000,105.010002,106.690002,105.632088,9644100
2023-01-09,106.519997,106.680000,104.430000,104.739998,103.701416,10124800
2023-01-10,104.360001,106.430000,104.169998,106.000000,104.948921,4183600
2023-01-11,105.809998,106.440002,104.860001,106.300003,105.245949,5634400
2023-01-12,106.290001,106.440002,105.169998,105.849998,104.800415,4882000
2023-01-13,105.070000,107.300003,105.070000,107.230003,106.166733,5529700
2023-01-17,106.949997,107.599998,106.309998,106.750000,105.691490,7477200
2023-01-18,107.139999,107.470001,104.910004,105.000000,103.958847,5725800
2023-01-19,105.000000,105.699997,104.239998,104.260002,103.226181,5115800
2023-01-20,104.400002,105.199997,103.889999,105.040001,103.998451,6543500
2023-01-23,105.040001,106.889999,104.400002,106.209999,105.156845,6320500
2023-01-24,106.400002,106.870003,105.410004,106.639999,105.582573,5517200
2023-01-25,106.059998,107.139999,105.900002,106.980003,105.919212,5416900
2023-01-26,107.300003,108.800003,107.059998,108.760002,107.681564,6324100
2023-01-27,108.739998,109.760002,108.339996,109.019997,107.938980,6851100
2023-01-30,108.260002,108.870003,107.419998,108.400002,107.325134,6880700
2023-01-31,108.260002,109.150002,107.500000,109.139999,108.057793,5816300
2023-02-01,108.970001,110.779999,107.980003,109.989998,108.899361,5841200
2023-02-02,110.040001,110.830002,108.000000,109.150002,108.067688,9852900
2023-02-03,104.580002,106.440002,103.040001,104.300003,103.265785,15200500
2023-02-06,104.000000,106.169998,103.300003,105.019997,103.978645,6392200
2023-02-07,104.830002,107.379997,104.559998,106.830002,105.770699,6207500
2023-02-08,106.320000,106.540001,105.650002,106.300003,105.245949,5557500
2023-02-09,105.730003,106.610001,105.599998,106.050003,105.524567,5608400
2023-02-10,105.519997,107.260002,105.470001,107.089996,106.559402,6298600
2023-02-13,107.449997,108.930000,107.279999,108.519997,107.982323,5192400
2023-02-14,107.930000,108.470001,106.699997,107.980003,107.445000,5109400
2023-02-15,107.500000,109.000000,107.260002,109.000000,108.459946,4059100
2023-02-16,107.760002,109.099998,107.410004,107.540001,107.007179,4596800
2023-02-17,106.739998,107.459999,106.230003,107.099998,106.569359,6876400
2023-02-21,105.500000,105.949997,104.709999,104.779999,104.260849,5438000
2023-02-22,105.410004,105.940002,104.389999,104.769997,104.250900,7523700
2023-02-23,105.510002,105.510002,102.629997,103.510002,102.997147,6857900
2023-02-24,102.650002,102.720001,100.820000,101.599998,101.096611,6019700
2023-02-27,102.330002,103.300003,102.150002,102.440002,101.932449,5235100
2023-02-28,101.989998,102.949997,101.900002,102.089996,101.584175,5186500
2023-03-01,102.190002,102.330002,100.910004,101.430000,100.927452,5382200
2023-03-02,101.279999,103.169998,100.940002,103.010002,102.499626,4777600
2023-03-03,103.400002,104.690002,103.010002,104.550003,104.031998,4882100
2023-03-06,104.449997,105.940002,104.440002,104.989998,104.469810,5237100
2023-03-07,104.989998,105.680000,103.120003,103.339996,102.827988,3976300
2023-03-08,102.900002,103.019997,101.730003,102.500000,101.992149,4225500
2023-03-09,102.739998,102.750000,99.959999,100.300003,99.803055,5732300
2023-03-10,100.620003,101.239998,99.029999,99.379997,98.887604,6641900
2023-03-13,98.910004,100.199997,98.370003,99.080002,98.589096,6408200
2023-03-14,100.110001,100.379997,98.470001,99.459999,98.967209,6248800
2023-03-15,98.400002,99.370003,97.279999,99.339996,98.847801,6603300
2023-03-16,99.139999,100.709999,99.029999,100.430000,99.932404,8188600
2023-03-17,99.070000,99.290001,97.839996,98.699997,98.210976,10189700
2023-03-20,99.099998,100.220001,98.930000,99.849998,99.355278,4864000
2023-03-21,100.510002,101.190002,100.139999,100.540001,100.041862,4743700
2023-03-22,100.690002,101.480003,99.059998,99.120003,98.628899,5917700
2023-03-23,99.339996,100.129997,97.519997,98.419998,97.932365,6879200
2023-03-24,98.220001,98.430000,97.190002,98.339996,97.852760,4685400
2023-03-27,98.919998,99.720001,98.580002,98.660004,98.171181,6022200
2023-03-28,98.139999,98.910004,98.080002,98.720001,98.230881,4709800
2023-03-29,99.330002,100.690002,98.739998,100.620003,100.121468,4946600
2023-03-30,101.440002,101.699997,100.650002,101.320000,100.817993,4082600
2023-03-31,101.839996,104.279999,101.839996,104.129997,103.614075,6900100
2023-04-03,104.059998,104.940002,103.669998,104.849998,104.330505,3855400
2023-04-04,104.849998,105.010002,103.349998,104.000000,103.484718,3854400
2023-04-05,103.980003,105.699997,103.930000,104.900002,104.380257,5170900
2023-04-06,104.900002,105.160004,104.019997,104.680000,104.161346,3155700
2023-04-10,103.550003,104.820000,103.070000,104.739998,104.221046,3761600
2023-04-11,105.059998,106.400002,104.919998,105.739998,105.216095,4010600
2023-04-12,106.239998,106.580002,105.349998,105.599998,105.076790,4606000
2023-04-13,106.379997,107.230003,106.250000,106.989998,106.459900,4367600
2023-04-14,106.910004,108.169998,106.849998,107.470001,106.937523,3963300
2023-04-17,107.959999,108.650002,107.559998,108.309998,107.773361,4780700
2023-04-18,108.870003,109.230003,107.730003,107.910004,107.375351,5300500
2023-04-19,107.690002,107.860001,107.080002,107.160004,106.629066,4617800
2023-04-20,106.190002,107.580002,106.190002,107.050003,106.519608,4297200
2023-04-21,107.300003,108.779999,106.660004,108.190002,107.653961,4522800
2023-04-24,108.190002,109.290001,108.040001,109.290001,108.748512,5940700
2023-04-25,108.910004,111.110001,108.830002,109.339996,108.798256,8747100
2023-04-26,109.010002,112.330002,109.010002,111.470001,110.917709,8081600
2023-04-27,111.389999,112.879997,111.180000,112.750000,112.191368,7618500
2023-04-28,112.419998,114.309998,112.290001,114.290001,113.723732,5973400
2023-05-01,114.250000,115.480003,114.250000,114.559998,113.992393,6495900
2023-05-02,114.489998,114.559998,112.849998,114.459999,113.892891,9626400
2023-05-03,109.080002,109.720001,103.800003,103.959999,103.444916,24388600
2023-05-04,104.269997,105.669998,103.800003,104.720001,104.201149,8858100
2023-05-05,105.550003,107.480003,105.379997,107.209999,106.678810,7812000
2023-05-08,107.470001,108.120003,106.930000,107.169998,106.639008,6090700
2023-05-09,106.989998,107.180000,106.400002,106.709999,106.181290,3682400
2023-05-10,107.160004,108.110001,105.680000,106.970001,106.440002,4565000
2023-05-11,106.440002,106.760002,105.120003,105.629997,105.629997,4791700
2023-05-12,105.760002,106.220001,104.830002,106.120003,106.120003,5167600
